age,current_occupation,first_interaction,profile_completed,website_visits,time_spent_on_website,page_views_per_visit,last_activity,print_media_type1,print_media_type2,digital_media,educational_channels,referral,status
30,Professional,Website,High,3,174,2.156,Website Activity,No,No,No,No,No,1
58,Professional,Website,High,5,1815,3.106,Email Activity,No,No,No,No,No,1
56,Professional,Mobile App,Medium,2,453,3.744,Email Activity,No,No,No,No,No,0
18,Student,Mobile App,High,2,347,0.203,Phone Activity,No,No,No,No,No,0
57,Professional,Website,Medium,2,363,2.003,Email Activity,No,No,No,No,No,0
39,Professional,Website,High,1,219,3.842,Website Activity,No,No,No,No,No,1
54,Unemployed,Website,High,4,145,2.271,Website Activity,No,No,No,No,No,1
57,Professional,Mobile App,Medium,8,376,0.198,Email Activity,No,No,No,No,No,0
56,Professional,Website,Medium,3,121,2.154,Email Activity,No,No,No,No,No,0
40,Unemployed,Website,High,4,93,1.758,Phone Activity,No,No,Yes,No,No,1
51,Unemployed,Mobile App,Medium,4,1753,3.527,Website Activity,No,No,Yes,No,No,0
57,Unemployed,Website,Medium,2,313,1.41,Email Activity,No,No,No,Yes,No,0
57,Professional,Mobile App,Medium,7,80,0.0,Phone Activity,No,No,No,Yes,No,0
56,Unemployed,Website,High,2,892,3.899,Email Activity,No,No,No,No,No,1
23,Student,Mobile App,Medium,2,59,3.561,Phone Activity,No,No,No,Yes,No,0
60,Professional,Mobile App,High,12,1255,0.294,Phone Activity,No,No,No,No,No,0
24,Student,Website,Medium,1,1,3.504,Email Activity,No,No,No,No,No,0
57,Unemployed,Website,Medium,5,1567,2.018,Email Activity,No,No,No,Yes,No,0
59,Unemployed,Website,Medium,1,165,2.177,Phone Activity,No,No,No,No,No,0
58,Unemployed,Website,Medium,1,228,3.479,Website Activity,Yes,Yes,No,No,No,0
19,Student,Website,High,2,46,3.21,Website Activity,No,No,No,No,No,0
23,Student,Website,Medium,3,341,4.089,Phone Activity,No,No,No,No,No,0
59,Unemployed,Website,Medium,2,520,3.142,Phone Activity,Yes,No,No,Yes,No,0
51,Professional,Website,High,7,62,2.762,Email Activity,No,No,No,No,No,0
18,Student,Website,High,8,362,2.894,Phone Activity,No,No,No,No,No,0
54,Professional,Website,Medium,3,163,4.319,Email Activity,No,No,No,Yes,No,0
36,Unemployed,Website,Medium,2,267,1.962,Email Activity,No,No,No,No,No,0
57,Professional,Website,Medium,4,392,3.779,Email Activity,No,No,No,Yes,No,0
46,Unemployed,Website,High,6,11,2.045,Email Activity,No,No,No,Yes,No,0
57,Professional,Mobile App,High,4,1881,2.163,Website Activity,No,No,Yes,No,No,0
59,Professional,Website,Medium,2,1858,2.5,Website Activity,No,No,No,No,No,1
39,Unemployed,Website,Medium,1,30,2.932,Email Activity,No,No,No,No,No,0
60,Professional,Website,Medium,5,355,2.059,Website Activity,No,No,No,No,No,0
55,Professional,Mobile App,High,2,1930,3.677,Email Activity,No,No,No,No,No,1
34,Professional,Website,High,8,309,2.194,Email Activity,No,No,No,Yes,No,1
38,Professional,Website,Medium,4,1633,1.987,Website Activity,Yes,No,No,No,No,1
55,Professional,Website,High,3,917,0.179,Email Activity,No,Yes,No,No,No,1
54,Professional,Mobile App,Medium,3,65,2.279,Website Activity,No,No,No,No,No,0
52,Unemployed,Website,High,1,587,3.233,Email Activity,No,No,No,No,No,1
30,Professional,Mobile App,High,1,367,2.164,Phone Activity,No,Yes,No,No,No,0
32,Unemployed,Website,High,1,459,2.243,Email Activity,No,No,No,No,No,1
63,Unemployed,Website,Medium,3,2248,5.16,Website Activity,Yes,No,No,No,No,1
39,Unemployed,Website,Medium,2,335,3.125,Website Activity,No,No,No,Yes,No,0
23,Student,Website,Medium,7,163,3.317,Website Activity,No,No,No,No,No,0
49,Professional,Website,Medium,7,337,3.508,Email Activity,No,No,No,No,No,0
39,Professional,Mobile App,Medium,4,646,5.386,Website Activity,No,No,No,Yes,No,0
45,Professional,Mobile App,Medium,2,1936,7.593,Phone Activity,No,No,No,No,No,0
58,Professional,Mobile App,Medium,13,549,2.184,Email Activity,No,No,No,No,No,0
58,Professional,Website,High,3,1637,5.417,Phone Activity,No,No,No,No,No,1
53,Professional,Website,Medium,3,86,1.0,Email Activity,No,No,No,Yes,No,0
55,Unemployed,Mobile App,Medium,7,396,3.471,Website Activity,No,No,No,No,No,0
38,Professional,Mobile App,Medium,2,469,1.946,Email Activity,No,No,No,No,Yes,1
51,Unemployed,Website,Medium,3,1,0.0,Email Activity,No,No,No,No,No,0
33,Unemployed,Mobile App,High,3,1775,3.126,Phone Activity,No,Yes,No,No,No,0
21,Student,Website,Medium,2,333,2.044,Email Activity,Yes,No,No,No,No,0
56,Professional,Mobile App,High,3,32,6.624,Phone Activity,No,No,Yes,Yes,No,0
57,Unemployed,Mobile App,High,3,1570,5.56,Email Activity,No,No,Yes,No,No,1
20,Student,Website,High,4,525,5.371,Website Activity,No,No,Yes,No,No,0
35,Professional,Mobile App,High,2,1584,2.115,Email Activity,No,No,No,No,No,0
47,Professional,Website,High,1,59,2.108,Email Activity,No,No,No,No,No,1
32,Unemployed,Mobile App,High,6,42,3.512,Website Activity,No,No,No,No,No,0
58,Professional,Website,Medium,2,87,0.292,Email Activity,Yes,No,No,Yes,No,0
35,Unemployed,Website,Medium,2,181,3.331,Email Activity,No,No,No,No,No,0
58,Unemployed,Website,High,2,2066,11.506,Email Activity,No,No,Yes,No,No,1
58,Unemployed,Website,Medium,3,2178,2.244,Email Activity,No,No,No,No,No,1
53,Professional,Website,Medium,2,875,1.868,Website Activity,No,No,No,No,No,1
56,Professional,Mobile App,High,3,2113,3.561,Phone Activity,No,No,No,No,No,0
34,Unemployed,Mobile App,Medium,6,21,2.353,Email Activity,No,No,No,No,No,0
59,Professional,Website,Medium,6,2340,3.407,Email Activity,No,Yes,No,No,No,1
57,Professional,Website,High,4,444,1.846,Email Activity,No,Yes,No,No,No,1
57,Professional,Website,Medium,5,2428,3.71,Phone Activity,No,Yes,No,No,No,0
44,Professional,Mobile App,Medium,5,710,2.224,Website Activity,No,No,No,Yes,No,0
32,Unemployed,Website,High,1,2168,1.558,Website Activity,No,No,No,No,No,1
57,Professional,Website,High,4,370,3.752,Email Activity,No,No,No,No,No,0
58,Unemployed,Website,Medium,1,1763,2.144,Email Activity,No,No,Yes,No,No,1
62,Unemployed,Mobile App,High,2,660,3.01,Email Activity,No,No,No,No,No,0
38,Professional,Website,Medium,2,57,1.868,Email Activity,No,No,No,No,No,0
34,Professional,Mobile App,Medium,3,318,3.926,Email Activity,Yes,No,No,No,No,0
58,Professional,Mobile App,Medium,3,668,3.755,Website Activity,No,No,No,No,No,1
40,Unemployed,Mobile App,Medium,2,619,2.261,Website Activity,No,No,No,Yes,No,0
49,Professional,Website,Medium,1,400,2.18,Phone Activity,No,No,No,No,No,0
40,Professional,Mobile App,Medium,1,321,7.834,Website Activity,No,No,No,No,No,0
53,Professional,Mobile App,Medium,5,2131,2.124,Email Activity,No,No,No,No,No,0
41,Professional,Website,High,0,0,0.0,Email Activity,No,No,No,No,No,1
56,Professional,Mobile App,Medium,7,1331,2.113,Phone Activity,No,No,Yes,Yes,No,0
19,Student,Website,High,6,367,3.861,Website Activity,No,No,No,No,No,0
34,Professional,Website,Medium,5,577,3.45,Phone Activity,No,No,No,No,No,0
53,Unemployed,Mobile App,High,1,313,3.717,Website Activity,No,No,No,No,No,0
40,Professional,Website,Low,21,216,2.252,Email Activity,No,No,No,No,No,0
59,Unemployed,Mobile App,High,2,285,3.424,Website Activity,No,Yes,Yes,No,No,0
47,Professional,Website,High,5,308,2.278,Phone Activity,No,No,Yes,No,No,0
44,Professional,Mobile App,High,8,127,5.709,Phone Activity,No,No,No,No,No,0
36,Unemployed,Website,Medium,6,2007,12.078,Website Activity,No,No,No,No,No,1
45,Unemployed,Website,High,2,1929,3.185,Email Activity,No,No,No,No,No,1
41,Professional,Website,Medium,3,910,2.246,Email Activity,No,No,No,No,No,1
30,Professional,Mobile App,High,7,424,5.58,Website Activity,No,No,No,Yes,No,0
57,Professional,Mobile App,High,3,686,3.291,Website Activity,No,No,No,No,No,0
63,Unemployed,Website,Medium,1,65,4.031,Email Activity,No,No,Yes,No,No,0
36,Unemployed,Mobile App,Medium,9,24,3.727,Phone Activity,Yes,Yes,No,No,No,0
44,Professional,Website,High,0,0,0.0,Phone Activity,Yes,No,No,No,No,1
47,Professional,Mobile App,High,3,1999,3.51,Email Activity,No,No,No,Yes,No,0
53,Professional,Website,Medium,5,1222,1.675,Email Activity,Yes,No,No,No,No,1
57,Unemployed,Website,High,1,744,3.498,Phone Activity,No,Yes,No,No,No,1
56,Professional,Mobile App,Medium,4,1571,2.222,Phone Activity,No,No,No,No,No,0
56,Professional,Website,High,3,1913,5.172,Email Activity,No,No,No,No,No,1
58,Professional,Mobile App,High,2,1835,2.051,Website Activity,No,No,No,No,No,1
43,Unemployed,Mobile App,Medium,0,0,0.0,Phone Activity,No,No,Yes,No,No,0
50,Professional,Website,High,4,1,5.639,Phone Activity,Yes,Yes,Yes,No,No,1
57,Professional,Website,Medium,8,372,0.112,Email Activity,No,No,No,No,No,0
57,Professional,Mobile App,High,5,83,2.653,Website Activity,Yes,No,Yes,No,No,0
55,Unemployed,Mobile App,High,2,565,2.148,Website Activity,No,No,No,No,No,1
59,Professional,Website,High,1,1122,4.872,Email Activity,No,No,No,No,No,1
37,Professional,Website,High,7,65,3.402,Phone Activity,Yes,No,No,No,No,1
57,Unemployed,Mobile App,Medium,3,1545,13.095,Website Activity,No,No,No,No,No,1
57,Unemployed,Website,High,2,798,3.224,Phone Activity,No,No,No,No,No,1
48,Professional,Mobile App,Medium,2,103,3.753,Email Activity,No,No,No,No,No,0
55,Professional,Website,High,2,324,2.222,Email Activity,No,No,Yes,No,No,1
51,Professional,Mobile App,Medium,7,8,2.156,Email Activity,No,No,No,Yes,No,0
57,Professional,Mobile App,Medium,3,985,3.736,Website Activity,Yes,No,Yes,No,Yes,1
49,Unemployed,Mobile App,Medium,2,325,1.494,Email Activity,No,No,No,No,No,0
58,Professional,Website,High,7,25,2.161,Website Activity,No,No,No,No,No,1
54,Professional,Mobile App,High,6,443,3.132,Email Activity,No,No,No,No,No,0
46,Unemployed,Mobile App,High,2,338,2.202,Email Activity,No,No,No,No,No,0
57,Unemployed,Mobile App,High,2,228,3.256,Website Activity,No,No,No,No,No,0
21,Student,Mobile App,Medium,12,232,3.449,Website Activity,No,No,No,No,No,0
51,Unemployed,Website,Medium,1,356,2.152,Phone Activity,No,No,Yes,No,No,0
58,Unemployed,Website,High,1,2314,1.544,Website Activity,No,No,Yes,No,No,1
45,Professional,Mobile App,High,4,1331,5.962,Email Activity,Yes,No,No,No,No,0
24,Student,Website,High,4,336,11.409,Email Activity,No,No,No,Yes,No,0
58,Professional,Website,High,1,702,2.231,Phone Activity,No,No,No,No,No,0
58,Professional,Mobile App,Medium,3,652,1.832,Website Activity,No,No,No,No,No,1
45,Professional,Mobile App,Low,3,195,2.055,Website Activity,No,No,No,No,No,0
58,Professional,Website,Medium,1,252,0.122,Email Activity,No,No,No,No,No,0
57,Professional,Website,Medium,2,2113,3.206,Email Activity,No,No,No,No,No,1
53,Professional,Mobile App,High,2,293,2.109,Email Activity,No,No,No,No,No,0
41,Professional,Mobile App,Medium,2,304,2.066,Website Activity,No,No,No,No,No,0
42,Professional,Mobile App,Medium,2,61,3.071,Email Activity,No,No,No,No,No,0
59,Unemployed,Mobile App,Medium,0,0,0.0,Phone Activity,Yes,No,No,No,No,0
56,Professional,Mobile App,High,3,1930,3.686,Website Activity,No,No,No,Yes,No,0
43,Unemployed,Mobile App,High,9,132,3.833,Phone Activity,No,Yes,No,No,No,0
52,Professional,Mobile App,High,6,387,3.887,Email Activity,No,No,No,No,Yes,0
47,Professional,Mobile App,Medium,1,296,2.288,Email Activity,No,No,No,No,No,0
32,Professional,Mobile App,High,4,2377,0.152,Phone Activity,No,No,Yes,No,No,0
37,Professional,Website,High,0,0,0.0,Phone Activity,No,No,No,No,No,1
56,Unemployed,Website,High,4,240,3.971,Email Activity,Yes,No,Yes,No,No,0
51,Unemployed,Mobile App,High,9,165,3.35,Email Activity,No,No,No,No,No,0
57,Professional,Mobile App,High,7,308,4.374,Email Activity,No,Yes,No,No,No,0
46,Unemployed,Website,Medium,4,1667,4.398,Website Activity,Yes,No,No,No,No,1
23,Student,Website,Medium,7,365,5.103,Email Activity,No,No,No,No,No,0
24,Student,Website,High,4,613,3.812,Phone Activity,No,Yes,No,Yes,No,0
59,Professional,Website,Medium,1,662,0.175,Phone Activity,No,No,No,No,No,0
56,Professional,Website,Medium,2,55,2.112,Website Activity,No,No,No,No,No,0
58,Professional,Mobile App,Medium,2,559,2.422,Email Activity,No,No,Yes,No,No,0
24,Student,Mobile App,High,5,687,7.812,Website Activity,No,No,No,No,No,0
37,Professional,Mobile App,High,3,2223,4.171,Website Activity,No,No,Yes,No,No,0
19,Student,Website,Medium,2,1070,2.268,Phone Activity,No,No,Yes,Yes,No,0
60,Unemployed,Website,Medium,4,2221,5.361,Website Activity,No,No,No,No,No,1
57,Professional,Website,High,2,279,2.24,Phone Activity,No,No,No,No,No,1
57,Professional,Mobile App,Medium,7,49,3.166,Phone Activity,No,No,No,Yes,No,0
19,Student,Website,Medium,1,2279,3.846,Website Activity,No,No,No,Yes,No,0
57,Professional,Website,High,4,1546,8.393,Email Activity,No,No,No,No,No,1
55,Professional,Website,High,9,2391,3.109,Email Activity,No,No,No,No,Yes,1
55,Professional,Website,Medium,4,34,2.55,Phone Activity,No,No,No,No,No,0
57,Unemployed,Mobile App,High,4,53,2.5,Phone Activity,No,No,No,No,No,0
24,Student,Mobile App,Medium,2,1903,5.692,Phone Activity,No,No,No,No,No,0
59,Professional,Website,High,3,343,2.898,Email Activity,No,No,No,No,No,1
42,Unemployed,Mobile App,High,2,367,3.661,Website Activity,No,No,No,Yes,No,0
58,Professional,Website,Medium,2,2159,3.679,Website Activity,No,No,No,No,No,1
57,Professional,Mobile App,High,0,0,0.0,Email Activity,No,Yes,No,No,No,0
58,Unemployed,Website,High,3,143,7.433,Email Activity,No,No,No,No,No,0
44,Unemployed,Website,Low,0,0,0.0,Phone Activity,No,No,No,No,No,0
38,Professional,Website,High,6,1665,3.231,Website Activity,No,No,No,No,No,1
51,Professional,Mobile App,High,2,401,2.019,Email Activity,No,Yes,No,No,No,0
57,Professional,Website,Medium,4,714,2.107,Phone Activity,Yes,No,No,No,No,0
23,Student,Website,High,2,338,5.106,Website Activity,No,No,No,No,No,0
36,Professional,Mobile App,Medium,1,1463,2.249,Email Activity,Yes,No,No,No,No,0
60,Professional,Website,High,3,1551,1.821,Website Activity,No,No,No,No,No,1
56,Professional,Website,High,4,2001,2.629,Phone Activity,Yes,No,Yes,No,No,1
62,Unemployed,Website,Medium,3,2090,2.039,Phone Activity,No,No,Yes,No,No,0
57,Professional,Website,High,1,353,3.704,Phone Activity,No,No,No,No,No,1
53,Professional,Website,High,7,1527,3.545,Phone Activity,No,No,No,No,No,0
38,Professional,Website,High,6,1314,4.425,Website Activity,No,No,No,Yes,No,1
46,Unemployed,Website,High,1,1274,3.71,Email Activity,No,No,No,No,No,1
37,Unemployed,Website,High,1,207,5.85,Phone Activity,No,No,No,No,No,1
58,Unemployed,Website,High,2,1206,3.776,Email Activity,No,No,No,No,No,1
48,Professional,Mobile App,Medium,2,400,3.278,Phone Activity,No,No,No,No,No,0
49,Professional,Mobile App,Medium,1,1976,2.191,Email Activity,No,No,No,No,No,0
32,Unemployed,Mobile App,High,1,414,2.142,Phone Activity,Yes,No,Yes,No,No,0
32,Unemployed,Mobile App,High,1,1487,2.168,Email Activity,No,No,No,No,No,0
22,Student,Website,High,1,720,2.232,Email Activity,Yes,No,Yes,No,No,1
47,Professional,Website,Medium,2,1750,3.76,Website Activity,No,No,No,No,No,1
56,Professional,Mobile App,Medium,0,0,0.0,Email Activity,No,No,No,Yes,No,0
45,Professional,Website,High,2,1763,5.442,Email Activity,No,No,No,No,No,1
39,Unemployed,Website,High,4,379,2.093,Website Activity,No,No,No,No,No,0
28,Professional,Website,Medium,3,214,10.417,Email Activity,No,No,No,No,No,0
45,Professional,Mobile App,High,9,735,5.811,Website Activity,No,No,No,No,No,0
58,Unemployed,Website,High,3,417,5.602,Email Activity,No,No,No,No,No,0
33,Professional,Mobile App,Medium,4,205,5.816,Email Activity,No,Yes,No,No,No,0
48,Professional,Website,Medium,5,72,0.932,Phone Activity,No,No,No,No,No,0
24,Student,Mobile App,High,4,862,2.209,Email Activity,Yes,No,No,No,No,1
36,Unemployed,Mobile App,High,2,1925,4.273,Email Activity,No,No,No,No,No,0
51,Professional,Website,Medium,2,293,3.912,Email Activity,No,No,No,No,No,0
43,Unemployed,Mobile App,High,3,1177,5.235,Email Activity,No,Yes,No,No,No,1
28,Professional,Website,High,4,2409,3.008,Phone Activity,No,No,No,No,No,1
62,Unemployed,Website,Medium,2,398,2.204,Phone Activity,No,No,No,No,No,0
23,Student,Website,High,5,2102,7.36,Email Activity,No,No,No,No,No,0
31,Professional,Website,Medium,3,61,4.387,Email Activity,No,No,No,No,No,0
19,Student,Website,High,6,580,2.266,Email Activity,No,No,No,No,No,1
48,Unemployed,Website,High,2,604,2.943,Email Activity,No,No,No,No,No,1
32,Unemployed,Website,High,2,1682,3.544,Email Activity,No,Yes,No,No,No,0
47,Unemployed,Website,High,2,307,4.253,Website Activity,No,No,No,No,No,0
39,Unemployed,Website,Medium,2,2087,3.262,Email Activity,No,No,No,No,Yes,0
58,Unemployed,Website,Medium,4,257,0.311,Email Activity,No,No,No,No,No,0
18,Student,Website,Medium,2,195,2.21,Phone Activity,No,No,No,No,No,0
54,Professional,Mobile App,Medium,15,1109,3.203,Email Activity,No,No,No,No,No,0
47,Professional,Website,High,1,359,3.236,Email Activity,No,No,No,Yes,No,0
53,Professional,Website,Medium,6,1313,2.058,Email Activity,No,No,Yes,Yes,No,1
63,Unemployed,Website,Medium,2,2136,2.249,Email Activity,No,No,No,No,No,1
55,Professional,Website,Medium,5,503,3.895,Email Activity,No,No,No,No,No,1
57,Unemployed,Website,Medium,0,0,0.0,Email Activity,No,No,No,No,No,0
39,Professional,Website,High,2,546,2.234,Email Activity,No,No,No,No,No,1
21,Student,Website,Medium,0,0,0.0,Email Activity,Yes,No,No,No,No,0
47,Professional,Mobile App,High,6,318,5.031,Website Activity,No,No,No,Yes,No,0
20,Student,Website,Medium,2,2314,4.678,Website Activity,No,No,Yes,Yes,No,0
24,Student,Mobile App,Medium,2,599,3.468,Email Activity,No,No,No,No,No,0
32,Unemployed,Website,Medium,1,218,3.306,Phone Activity,No,No,No,No,No,0
46,Unemployed,Website,High,2,37,3.639,Email Activity,No,No,No,No,No,0
24,Student,Website,Medium,4,291,1.555,Email Activity,No,No,Yes,Yes,No,0
60,Unemployed,Mobile App,High,5,1286,2.26,Email Activity,No,No,No,No,No,1
60,Unemployed,Mobile App,High,7,155,1.787,Phone Activity,No,No,No,No,No,0
43,Professional,Mobile App,High,1,148,7.709,Website Activity,No,No,No,No,No,0
55,Professional,Website,High,8,2280,3.244,Phone Activity,No,No,Yes,No,No,1
58,Professional,Mobile App,High,2,1901,2.168,Email Activity,No,No,No,No,No,1
33,Professional,Mobile App,Medium,3,210,3.797,Website Activity,No,No,No,No,No,0
43,Professional,Mobile App,High,2,2263,6.65,Email Activity,No,No,Yes,No,No,0
30,Professional,Mobile App,Medium,6,2266,3.627,Email Activity,No,Yes,No,No,No,0
57,Professional,Website,Medium,8,239,5.641,Phone Activity,No,No,No,No,No,0
46,Professional,Website,Medium,6,575,5.641,Website Activity,No,No,No,No,No,1
58,Unemployed,Website,Medium,2,272,2.222,Phone Activity,No,No,No,No,No,0
24,Student,Mobile App,High,4,687,3.853,Phone Activity,No,No,No,No,No,0
57,Professional,Website,Medium,2,412,2.13,Email Activity,No,No,No,Yes,No,0
58,Unemployed,Mobile App,Medium,5,1,2.12,Website Activity,No,No,No,No,No,0
38,Professional,Mobile App,Medium,2,75,3.383,Email Activity,No,No,Yes,No,No,0
21,Student,Website,Medium,3,35,0.22,Email Activity,No,No,No,No,No,0
60,Professional,Website,Medium,4,327,5.909,Phone Activity,No,Yes,No,Yes,No,0
30,Professional,Mobile App,High,2,75,1.0,Email Activity,No,No,No,No,No,0
44,Unemployed,Website,Medium,7,2058,3.132,Website Activity,Yes,No,Yes,No,No,1
59,Unemployed,Website,Medium,5,665,3.317,Email Activity,Yes,No,No,No,No,1
60,Unemployed,Website,Medium,2,403,2.215,Phone Activity,No,No,No,Yes,No,0
57,Unemployed,Website,High,1,154,2.102,Email Activity,No,No,No,No,No,0
50,Professional,Mobile App,Medium,5,1955,5.823,Website Activity,No,No,No,No,No,1
57,Professional,Mobile App,Medium,4,302,3.113,Phone Activity,No,No,No,No,No,0
39,Professional,Mobile App,High,2,450,2.23,Website Activity,No,No,No,No,No,0
57,Professional,Website,Medium,4,1055,5.419,Email Activity,No,No,No,Yes,No,1
48,Professional,Mobile App,Medium,9,1150,2.217,Email Activity,No,No,No,No,No,0
47,Unemployed,Mobile App,Medium,6,286,8.094,Website Activity,Yes,No,No,Yes,No,0
39,Professional,Mobile App,Medium,1,99,2.215,Phone Activity,Yes,No,No,No,No,0
19,Student,Website,High,14,681,4.302,Phone Activity,No,No,No,No,No,0
24,Student,Website,High,2,1445,2.085,Email Activity,No,No,No,Yes,No,1
24,Student,Mobile App,Medium,2,307,2.154,Website Activity,No,No,Yes,No,No,0
23,Student,Website,High,5,1662,5.314,Email Activity,No,No,No,No,No,0
47,Unemployed,Website,Medium,1,535,2.899,Phone Activity,No,No,No,No,No,1
45,Unemployed,Mobile App,High,3,169,3.133,Phone Activity,No,No,No,No,No,0
63,Unemployed,Mobile App,Medium,5,85,2.078,Email Activity,No,No,No,No,No,0
58,Professional,Website,Medium,2,2167,3.644,Email Activity,No,Yes,No,Yes,No,1
57,Unemployed,Website,Medium,8,1527,5.805,Email Activity,No,No,No,No,Yes,1
60,Unemployed,Website,High,4,146,3.892,Phone Activity,No,Yes,No,No,No,0
58,Professional,Website,High,9,1330,2.181,Phone Activity,No,No,No,No,No,1
58,Unemployed,Mobile App,High,3,33,4.244,Website Activity,No,No,No,Yes,No,0
45,Unemployed,Mobile App,Medium,2,685,2.161,Phone Activity,No,No,Yes,No,No,0
60,Professional,Website,High,6,1519,5.532,Phone Activity,No,No,No,Yes,No,1
32,Professional,Mobile App,Medium,5,2020,3.819,Website Activity,No,No,No,No,No,1
40,Unemployed,Mobile App,Medium,2,2036,0.108,Website Activity,No,No,No,Yes,No,1
53,Professional,Mobile App,Medium,6,364,5.627,Phone Activity,No,Yes,No,No,No,0
60,Unemployed,Mobile App,Medium,3,1730,3.741,Website Activity,No,No,Yes,No,No,1
59,Professional,Mobile App,Medium,7,362,8.361,Email Activity,No,No,No,No,No,0
59,Professional,Website,High,2,1953,0.363,Email Activity,No,Yes,Yes,No,No,1
50,Professional,Mobile App,Medium,1,79,0.346,Email Activity,No,No,No,No,No,0
56,Unemployed,Website,High,1,1910,2.012,Phone Activity,Yes,No,No,No,No,1
24,Student,Website,Medium,2,284,3.24,Email Activity,No,No,No,No,No,0
57,Professional,Mobile App,High,2,1388,2.235,Website Activity,Yes,No,No,No,No,0
58,Professional,Website,Medium,2,2022,2.804,Website Activity,No,No,No,No,No,1
58,Unemployed,Website,Medium,4,1560,2.053,Website Activity,No,No,No,No,No,1
58,Professional,Website,Medium,4,877,5.777,Website Activity,No,No,No,No,No,1
47,Unemployed,Mobile App,High,2,1620,3.098,Email Activity,No,No,No,No,No,0
60,Professional,Mobile App,High,7,556,1.948,Phone Activity,No,No,No,No,No,0
36,Professional,Website,High,6,267,5.05,Email Activity,No,No,Yes,No,No,1
54,Professional,Website,High,6,812,5.651,Website Activity,No,No,Yes,No,No,1
53,Professional,Website,High,1,1940,2.015,Website Activity,No,Yes,No,No,Yes,1
58,Professional,Website,Low,8,531,1.873,Phone Activity,No,No,No,No,No,0
49,Professional,Website,Medium,5,44,2.207,Phone Activity,No,No,Yes,No,No,0
57,Professional,Mobile App,Medium,1,1871,5.217,Email Activity,No,No,Yes,No,No,0
55,Unemployed,Website,Medium,2,2361,0.281,Email Activity,No,No,No,No,No,0
58,Professional,Mobile App,High,2,2081,2.118,Phone Activity,No,No,No,No,No,0
37,Professional,Website,Medium,2,317,2.192,Website Activity,No,No,Yes,No,No,0
47,Professional,Mobile App,High,4,381,3.948,Email Activity,Yes,No,No,No,No,0
55,Unemployed,Mobile App,Medium,2,82,2.215,Phone Activity,No,No,No,No,No,0
46,Unemployed,Website,High,3,2202,3.452,Email Activity,No,No,No,No,No,0
47,Professional,Mobile App,High,1,1,3.15,Website Activity,Yes,No,No,No,No,0
60,Professional,Website,High,1,501,1.776,Website Activity,No,No,No,No,No,1
63,Unemployed,Mobile App,Medium,2,85,8.597,Email Activity,No,No,No,Yes,No,0
23,Student,Mobile App,Medium,7,548,3.048,Email Activity,No,No,No,No,No,0
32,Unemployed,Website,High,3,573,3.267,Email Activity,Yes,No,No,No,No,1
49,Professional,Mobile App,High,5,323,2.254,Email Activity,No,No,No,No,No,0
56,Professional,Website,High,1,141,3.635,Phone Activity,No,No,No,No,No,0
32,Professional,Website,High,2,2,3.108,Phone Activity,Yes,No,No,No,No,0
31,Professional,Website,Medium,4,137,2.183,Email Activity,No,No,No,No,No,0
60,Unemployed,Website,Medium,1,343,1.1,Phone Activity,No,No,No,No,No,0
47,Unemployed,Website,Medium,2,1801,2.239,Phone Activity,Yes,No,No,Yes,No,1
52,Unemployed,Mobile App,Medium,1,283,5.194,Website Activity,No,No,No,No,No,0
56,Professional,Website,Medium,7,356,2.98,Website Activity,No,No,No,No,No,1
27,Professional,Mobile App,Medium,5,401,2.219,Email Activity,No,No,No,No,No,0
44,Unemployed,Website,High,3,2089,2.073,Website Activity,No,No,No,No,No,1
59,Professional,Website,Medium,5,317,2.745,Phone Activity,No,No,No,No,No,0
61,Unemployed,Website,High,5,47,3.692,Website Activity,No,No,No,No,No,0
59,Professional,Website,High,2,645,5.378,Website Activity,No,No,No,No,No,1
57,Unemployed,Mobile App,Medium,3,2114,2.151,Email Activity,Yes,No,Yes,No,No,0
58,Professional,Website,Medium,1,179,0.301,Email Activity,Yes,No,No,Yes,No,0
59,Professional,Website,High,5,29,1.86,Email Activity,No,No,No,No,No,0
24,Student,Mobile App,High,0,0,0.0,Email Activity,Yes,No,No,No,No,0
55,Unemployed,Website,Medium,1,1298,0.224,Website Activity,No,No,No,No,No,1
56,Unemployed,Website,High,0,0,0.0,Phone Activity,Yes,No,No,No,No,0
63,Unemployed,Mobile App,High,6,124,0.91,Phone Activity,No,No,No,No,No,0
57,Professional,Website,High,2,329,8.602,Email Activity,No,No,No,No,No,1
22,Student,Website,Medium,2,75,1.976,Phone Activity,No,Yes,No,No,No,0
55,Professional,Mobile App,High,4,1575,3.646,Email Activity,No,No,No,No,No,0
58,Professional,Website,High,0,0,0.0,Email Activity,Yes,No,No,No,No,1
33,Professional,Website,Medium,2,1733,0.073,Phone Activity,No,No,No,No,No,0
57,Professional,Website,Medium,1,82,11.346,Email Activity,No,Yes,No,No,No,0
52,Professional,Mobile App,High,4,57,2.216,Phone Activity,No,No,No,No,No,0
59,Professional,Website,Medium,0,0,0.0,Phone Activity,No,No,Yes,Yes,No,0
55,Professional,Website,High,8,662,3.364,Email Activity,No,No,No,No,No,1
45,Unemployed,Mobile App,Medium,1,341,3.297,Email Activity,No,No,No,No,No,0
33,Professional,Website,Low,1,375,2.138,Phone Activity,No,No,No,No,No,0
59,Professional,Mobile App,Medium,1,587,2.827,Email Activity,No,No,No,No,No,0
62,Unemployed,Mobile App,High,6,61,5.477,Phone Activity,No,No,No,No,No,0
